"ORDER_ID","ORDER_DATE","MONTH_NAME","QUARTER_NAME","SHIP_DATE","SHIP_MODE","CUSTOMER_ID","REGION","PRODUCT_ID","SALES","QUANTITY","DISCOUNT","PROFIT","CASE_ID"
"194005254","2024-02-22","Mar-24","Q12024","2024-02-26","Standard Class","207724752","West","12","330","7","0","16","68122687"
"194067857","2024-03-03","Jan-24","Q12024","2024-03-09","Standard Class","4783377","West","7","111","9","0","19","81690940"
"194253327","2024-02-23","Mar-24","Q12024","2024-03-03","First Class","232368750","West","10","333","8","0","8","73301169"
"194303900","2024-02-17","Jan-24","Q12024","2024-02-20","Standard Class","336228335","East","5","327","5","0","-19","61618729"
"194326944","2024-03-09","Mar-24","Q12024","2024-03-10","Second Class","981982966","West","17","450","10","0","-20","74288393"
"194671914","2024-03-15","Mar-24","Q12024","2024-03-17","First Class","125199125","West","2","474","7","0","19","86900951"
"194728334","2024-02-27","Mar-24","Q12024","2024-03-06","First Class","500407073","West","12","143","5","0","19","63727767"
"194753590","2024-03-07","Mar-24","Q12024","2024-03-10","Second Class","895067206","West","17","501","10","0","-17","78321227"
"194777880","2024-02-15","Mar-24","Q12024","2024-02-22","First Class","594410762","West","9","507","10","0","-40","86438210"
"194901998","2024-02-29","Mar-24","Q12024","2024-03-03","Standard Class","330344382","West","15","205","7","0","5","76271752"
"194902322","2024-02-20","Mar-24","Q12024","2024-02-23","First Class","819449118","West","3","511","7","0","-10","75987467"
"195273366","2024-03-08","Mar-24","Q12024","2024-03-13","Second Class","301918936","West","5","409","8","0","19","86900951"
"195359758","2024-03-06","Jan-24","Q12024","2024-03-14","First Class","124995475","West","5","265","10","0","19","79517243"
"195512935","2024-03-15","Mar-24","Q12024","2024-03-17","Standard Class","444313508","West","12","169","6","0","14","83992000"
"195531111","2024-03-15","Mar-24","Q12024","2024-03-10","Second Class","734726460","West","16","220","8","0","19","69914097"
"196054349","2024-02-07","Jan-24","Q12024","2024-02-06","First Class","656948410","South","6","90","7","0","19","68237328"
"196396522","2024-02-28","Jan-24","Q12024","2024-03-01","Standard Class","42920244","East","6","511","10","0","-44","73925249"
"196523906","2024-03-04","Mar-24","Q12024","2024-03-14","Standard Class","398939757","West","16","274","6","0","-17","83699072"
"196651025","2024-02-24","Jan-24","Q12024","2024-02-28","Standard Class","745065048","South","11","224","6","0","19","61836066"
"196653626","2024-02-17","Mar-24","Q12024","2024-02-17","Second Class","374425592","East","14","448","6","0","-10","65359470"
"196710350","2024-03-17","Mar-24","Q12024","2024-03-21","Second Class","460152328","West","5","154","10","0","19","78458050"
"196725743","2024-03-07","Mar-24","Q12024","2024-03-14","First Class","677326418","Central","18","484","10","0","-31","71692469"
"196806419","2024-02-25","Mar-24","Q12024","2024-03-07","Second Class","848725699","West","17","178","9","0","-24","79829832"
"196947908","2024-03-13","Mar-24","Q12024","2024-03-17","Standard Class","103373803","West","13","412","8","0","7","79860444"
"197072826","2024-03-02","Mar-24","Q12024","2024-03-10","Second Class","556275086","West","12","162","6","0","19","75669827"
"197322345","2024-02-18","Mar-24","Q12024","2024-02-22","First Class","747335910","East","15","455","10","0","-71","77706639"
"197446882","2024-01-28","Mar-24","Q12024","2024-02-05","Second Class","100062105","West","14","456","3","0","19","81537851"
"197771113","2024-02-22","Mar-24","Q12024","2024-02-29","Second Class","424903620","West","10","259","10","0","-29","71905818"
"197873151","2024-03-03","Mar-24","Q12024","2024-03-15","First Class","47828221","West","6","456","10","0","10","69144578"
"197963657","2024-03-17","Jan-24","Q12024","2024-03-15","Second Class","560859590","West","7","432","9","0","19","74048295"
"198286936","2024-02-27","Jan-24","Q12024","2024-02-29","Standard Class","450542046","East","15","442","9","0","-22","59707485"
"198324064","2024-02-10","Jan-24","Q12024","2024-02-14","First Class","966857115","East","11","486","9","0","-18","83901272"
"198537417","2024-02-27","Mar-24","Q12024","2024-02-28","Second Class","610025652","West","16","305","6","0","-1","74154535"
"198560002","2024-02-16","Mar-24","Q12024","2024-02-21","Second Class","820554858","East","17","481","9","0","-47","57119787"
"198770701","2024-02-01","Mar-24","Q12024","2024-02-12","First Class","274120816","East","19","290","9","0","-18","65257219"
"199121006","2024-02-14","Mar-24","Q12024","2024-02-20","First Class","763367881","West","6","223","10","0","-29","68536251"
"199267915","2024-02-14","Jan-24","Q12024","2024-02-19","Standard Class","990579360","West","12","102","8","0","13","57088327"
"199270762","2024-02-20","Jan-24","Q12024","2024-03-03","Second Class","60954488","West","16","305","7","0","19","75862713"
"199322261","2024-03-02","Mar-24","Q12024","2024-03-05","First Class","292011071","West","12","405","10","0","-8","43923441"
"199395713","2024-02-25","Mar-24","Q12024","2024-03-01","First Class","984833125","West","13","397","8","0","-35","72489662"
"199455495","2024-02-16","Mar-24","Q12024","2024-02-25","Second Class","76241167","West","8","468","10","0","-31","76278995"
"199666312","2024-03-01","Mar-24","Q12024","2024-03-05","First Class","386563121","East","15","364","10","0","1","58568065"
"199768171","2024-02-18","Mar-24","Q12024","2024-02-28","Standard Class","219717991","West","16","467","10","0","-65","86900951"
"199858264","2024-03-16","Mar-24","Q12024","2024-03-16","Standard Class","641281681","West","10","169","7","0","19","74716079"
"200110307","2024-02-08","Jan-24","Q12024","2024-02-16","First Class","446041799","West","6","81","8","0","19","77918649"
"200360210","2024-03-06","Mar-24","Q12024","2024-03-11","Standard Class","978767297","West","12","184","9","0","19","52720237"
"200380722","2024-02-07","Jan-24","Q12024","2024-02-14","Standard Class","676000687","East","14","308","7","0","6","53940848"
"200569922","2024-02-29","Mar-24","Q12024","2024-03-06","Second Class","253411636","West","17","426","10","0","-12","86900951"
"201126399","2024-03-12","Mar-24","Q12024","2024-03-19","Second Class","646862106","West","15","172","7","0","19","50701132"
"201162231","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","46293570","West","15","450","10","0","-52","69415809"
"201559892","2024-02-05","Jan-24","Q12024","2024-02-11","Second Class","179374917","West","14","230","5","0","6","81511570"
"201739025","2024-02-19","Jan-24","Q12024","2024-02-19","Standard Class","812680911","West","18","511","9","0","-38","70227878"
"201872853","2024-02-15","Jan-24","Q12024","2024-02-18","First Class","552385847","South","17","79","10","0","-34","60532328"
"201972504","2024-03-04","Jan-24","Q12024","2024-03-12","Standard Class","923332469","West","15","173","8","0","16","48491392"
"202400890","2024-02-25","Mar-24","Q12024","2024-02-29","First Class","356342186","West","2","226","7","0","19","75643892"
"202449595","2024-01-31","Mar-24","Q12024","2024-02-02","Second Class","858506941","West","10","148","6","0","10","73624650"
"203167449","2024-01-26","Jan-24","Q12024","2024-02-04","First Class","268789440","East","13","415","10","0","-30","86900951"
"203481316","2024-02-09","Jan-24","Q12024","2024-02-14","First Class","891304449","East","6","187","10","0","-10","78341496"
"203576726","2024-02-17","Jan-24","Q12024","2024-02-27","Second Class","846528914","West","18","124","7","0","18","62469508"
"203771384","2024-02-28","Mar-24","Q12024","2024-03-04","Second Class","554052216","West","6","246","7","0","6","67410517"
"203888181","2024-03-13","Mar-24","Q12024","2024-03-17","Second Class","771055696","West","16","99","10","0","13","69272920"
"204175712","2024-02-08","Jan-24","Q12024","2024-02-05","Standard Class","89148234","East","18","257","7","0","10","76022557"
"204706393","2024-03-11","Mar-24","Q12024","2024-03-21","Standard Class","104173339","Central","14","397","10","0","-3","57283488"
"205202237","2024-02-29","Jan-24","Q12024","2024-03-09","First Class","250634336","West","1","429","10","0","-2","69197917"
"205547042","2024-03-10","Jan-24","Q12024","2024-03-21","Standard Class","224312019","South","3","128","10","0","-18","66876846"
"205672656","2024-02-29","Jan-24","Q12024","2024-03-08","Standard Class","924738385","Central","9","440","8","0","-2","55560031"
"205946869","2024-02-08","Mar-24","Q12024","2024-02-12","Second Class","964746225","Central","15","115","10","0","2","86900951"
"206266924","2024-02-25","Jan-24","Q12024","2024-02-28","Second Class","395234686","East","15","141","10","0","-5","55807417"
"206343656","2024-03-04","Mar-24","Q12024","2024-03-14","Standard Class","17134993","West","17","159","10","0","-31","69231023"
"206738602","2024-03-17","Mar-24","Q12024","2024-03-14","First Class","510106422","West","2","389","9","0","-21","53675268"
"206815189","2024-02-17","Mar-24","Q12024","2024-02-25","Second Class","505716726","West","12","359","6","0","-53","86900951"
"207284239","2024-03-06","Mar-24","Q12024","2024-03-07","Standard Class","1051689","West","18","193","6","0","18","83831440"
"207867856","2024-03-13","Mar-24","Q12024","2024-03-19","Standard Class","175876162","West","8","83","10","0","-13","80485470"
"207918379","2024-03-02","Mar-24","Q12024","2024-03-03","Standard Class","742218518","West","11","410","8","0","-43","58313860"
"208190103","2024-02-15","Mar-24","Q12024","2024-02-24","Second Class","242345673","West","6","439","9","0","-28","79809038"
"208211787","2024-02-06","Jan-24","Q12024","2024-02-03","First Class","605873761","West","3","155","5","0","-21","71504354"
"208313263","2024-02-20","Mar-24","Q12024","2024-02-23","First Class","633505224","Central","19","362","10","0","-61","46549855"
"208389648","2024-03-12","Mar-24","Q12024","2024-03-14","Standard Class","533095301","West","10","126","10","0","2","71648332"
"208421910","2024-03-09","Mar-24","Q12024","2024-03-16","Standard Class","186117132","West","9","185","9","0","19","68632092"
"208934985","2024-02-15","Mar-24","Q12024","2024-02-22","First Class","109265641","West","11","135","6","0","-36","86900951"
"209682395","2024-03-17","Mar-24","Q12024","2024-03-17","First Class","10528003","South","2","217","10","0","-43","39659104"
"209792554","2024-02-22","Mar-24","Q12024","2024-03-01","Second Class","289103941","South","14","194","5","0","4","36168215"
"209827778","2024-02-13","Jan-24","Q12024","2024-02-13","Standard Class","398357436","Central","5","138","4","0","19","77236161"
"209912845","2024-02-02","Jan-24","Q12024","2024-02-05","Standard Class","699033166","South","13","171","7","0","16","65119334"
"209921224","2024-03-08","Mar-24","Q12024","2024-03-16","Second Class","48140545","West","16","469","7","0","-8","66828086"
"209951181","2024-02-10","Jan-24","Q12024","2024-02-11","Second Class","223642082","West","16","110","5","0","-7","41357278"
"209966859","2024-03-05","Jan-24","Q12024","2024-03-10","Second Class","710927216","West","2","274","10","0","6","64723097"
"209991819","2024-02-25","Jan-24","Q12024","2024-03-03","Standard Class","760043011","West","15","339","9","0","19","86900951"
"210334546","2024-02-08","Jan-24","Q12024","2024-02-14","Second Class","261827486","East","4","53","6","0","-20","59657076"
"210601637","2024-02-21","Mar-24","Q12024","2024-03-02","Second Class","268271407","West","13","468","6","0","7","85511478"
"210826225","2024-02-29","Mar-24","Q12024","2024-03-01","Second Class","752958543","West","9","384","10","0","-38","64000896"
"210880531","2024-02-10","Mar-24","Q12024","2024-02-08","Second Class","875117684","Central","17","219","8","0","-44","77723493"
"210938100","2024-03-10","Mar-24","Q12024","2024-03-15","Standard Class","167381100","West","9","93","10","0","13","76365668"
"211427297","2024-03-12","Jan-24","Q12024","2024-03-16","Second Class","603479217","West","3","276","10","0","19","81397795"
"211477439","2024-02-19","Mar-24","Q12024","2024-03-01","First Class","397673249","East","7","293","10","0","-3","58160072"
"211597197","2024-02-24","Mar-24","Q12024","2024-03-02","Second Class","389651952","West","5","93","10","0","-1","82609450"
"211876981","2024-02-06","Jan-24","Q12024","2024-02-15","Second Class","673385498","East","18","81","3","0","19","51125050"
"211923355","2024-02-15","Mar-24","Q12024","2024-02-18","Second Class","430277792","West","19","286","9","0","-53","66091401"
"212234146","2024-02-20","Mar-24","Q12024","2024-02-22","First Class","700008622","Central","5","444","8","0","19","86900951"
"212565567","2024-03-03","Mar-24","Q12024","2024-03-07","First Class","884904376","South","3","485","10","0","19","38923466"
"212573851","2024-02-14","Jan-24","Q12024","2024-02-16","First Class","630660246","Central","3","436","10","0","19","80199309"
"212611767","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","151908599","West","2","511","9","0","19","86900951"
"212851913","2024-03-08","Mar-24","Q12024","2024-03-13","Second Class","635887256","West","7","206","6","0","19","76891965"
"213031290","2024-02-17","Mar-24","Q12024","2024-02-28","First Class","328118755","Central","14","489","10","0","-15","75974809"
"213147533","2024-02-21","Mar-24","Q12024","2024-02-28","Second Class","864692942","West","15","428","6","0","15","68189556"
"213521034","2024-03-06","Mar-24","Q12024","2024-03-08","First Class","992765022","West","12","365","9","0","12","86900951"
"213780394","2024-02-03","Jan-24","Q12024","2024-02-11","First Class","831130315","West","8","136","6","0","-17","77237961"
"213797012","2024-03-15","Mar-24","Q12024","2024-03-19","First Class","930650156","West","1","511","10","0","16","80257560"
"213799960","2024-02-04","Mar-24","Q12024","2024-02-05","Second Class","938653797","West","15","336","3","0","2","76601997"
"213875256","2024-03-05","Jan-24","Q12024","2024-03-15","Standard Class","169788710","West","7","143","6","0","19","86900951"
"214191288","2024-02-15","Mar-24","Q12024","2024-02-18","Second Class","484198054","East","19","511","10","0","-48","50093329"
"214298890","2024-02-15","Mar-24","Q12024","2024-02-24","Second Class","827904871","Central","14","284","9","0","-9","54795259"
"214333974","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","816520690","West","8","460","10","0","13","74550263"
"214414522","2024-03-13","Mar-24","Q12024","2024-03-18","Second Class","655839119","West","11","218","6","0","19","75682740"
"215316335","2024-02-21","Jan-24","Q12024","2024-02-27","First Class","383768674","East","12","442","10","0","-13","81029308"
"215401002","2024-02-26","Mar-24","Q12024","2024-02-27","Second Class","147110898","West","11","436","7","0","-64","63405919"
"215612194","2024-03-03","Mar-24","Q12024","2024-03-13","First Class","749351057","West","13","413","6","0","-37","42656129"
"215658747","2024-03-01","Mar-24","Q12024","2024-03-05","Second Class","637504849","West","14","424","9","0","-58","59434985"
"215694959","2024-02-15","Mar-24","Q12024","2024-02-18","First Class","908110707","West","1","459","7","0","19","77445846"
"216032495","2024-02-26","Jan-24","Q12024","2024-03-01","Second Class","725606962","West","11","86","10","0","4","63890595"
"216273612","2024-02-18","Mar-24","Q12024","2024-02-23","Second Class","189646099","South","15","421","10","0","-42","63726161"
"216354543","2024-03-10","Mar-24","Q12024","2024-03-13","Second Class","247376189","Central","6","426","10","0","-13","67825703"
"216403291","2024-03-01","Jan-24","Q12024","2024-02-28","Second Class","805657948","East","12","302","10","0","4","60123280"
"216537957","2024-03-03","Mar-24","Q12024","2024-03-12","Standard Class","679760049","West","4","174","7","0","19","72967260"
"217058723","2024-02-22","Jan-24","Q12024","2024-02-25","Standard Class","784460689","West","11","329","9","0","-16","66507359"
"217241036","2024-02-14","Mar-24","Q12024","2024-02-16","Second Class","768930864","West","13","374","7","0","-1","86900951"
"217273966","2024-03-15","Mar-24","Q12024","2024-03-15","Standard Class","447355322","South","10","453","10","0","-55","65807347"
"217382444","2024-02-28","Mar-24","Q12024","2024-02-25","First Class","188304935","West","10","354","9","0","15","57219540"
"217490980","2024-02-04","Jan-24","Q12024","2024-02-09","First Class","39078959","South","15","78","10","0","-21","76405536"
"217736281","2024-02-07","Mar-24","Q12024","2024-02-09","First Class","276109072","East","5","242","9","0","-3","68725574"
"217827467","2024-02-14","Mar-24","Q12024","2024-02-26","First Class","100721852","West","4","233","8","0","15","77856206"
"217923372","2024-03-05","Mar-24","Q12024","2024-03-08","Standard Class","66784787","West","17","450","9","0","-34","68798060"
"217994787","2024-01-27","Jan-24","Q12024","2024-02-02","First Class","333800686","South","5","235","6","0","19","54482585"
"219009012","2024-03-16","Mar-24","Q12024","2024-03-21","Standard Class","762509087","West","3","280","9","0","19","86900951"
"219276391","2024-02-27","Mar-24","Q12024","2024-02-29","Standard Class","667051704","Central","18","200","5","0","4","48431750"
"219294516","2024-02-10","Jan-24","Q12024","2024-02-08","Second Class","477347790","West","15","60","3","0","19","64734690"
"219484802","2024-02-14","Mar-24","Q12024","2024-02-13","First Class","899377220","West","4","226","7","0","19","82750864"
"219797695","2024-02-15","Jan-24","Q12024","2024-02-18","Standard Class","553204926","West","14","220","6","0","19","75635305"
"220041704","2024-02-06","Jan-24","Q12024","2024-02-10","Standard Class","90990117","West","18","107","3","0","-14","75279488"
"220224686","2024-03-13","Mar-24","Q12024","2024-03-16","Second Class","401160224","West","8","257","10","0","19","70334307"
"220405066","2024-02-19","Jan-24","Q12024","2024-02-24","First Class","950096952","West","7","306","10","0","-17","52210529"
"220510850","2024-02-13","Jan-24","Q12024","2024-02-23","Second Class","118223771","Central","17","356","7","0","-13","47042270"
"220743788","2024-03-17","Jan-24","Q12024","2024-03-19","First Class","433423485","West","1","262","10","0","19","40195993"
"221040442","2024-02-16","Jan-24","Q12024","2024-02-24","Second Class","356412976","West","7","397","4","0","16","60371672"
"221168119","2024-02-27","Mar-24","Q12024","2024-03-01","First Class","420039675","Central","2","427","10","0","19","57189162"
"221208836","2024-02-10","Mar-24","Q12024","2024-02-16","Second Class","785799783","South","14","452","10","0","-15","78341937"
"221317866","2024-02-10","Jan-24","Q12024","2024-02-12","First Class","406815438","West","8","125","5","0","0","53106406"
"221374516","2024-02-22","Mar-24","Q12024","2024-02-24","Standard Class","329568275","East","13","396","10","0","-10","61332243"
"222078937","2024-03-17","Mar-24","Q12024","2024-03-21","First Class","112727420","West","4","511","8","0","19","82036328"
"222201559","2024-02-23","Jan-24","Q12024","2024-02-19","Second Class","816212710","East","9","247","8","0","-12","43005888"
"222380070","2024-02-22","Mar-24","Q12024","2024-02-28","Standard Class","184891335","West","15","419","5","0","9","68007416"
"222430523","2024-02-22","Mar-24","Q12024","2024-03-02","Standard Class","173255191","South","10","337","9","0","-32","50590491"
"222656236","2024-02-25","Mar-24","Q12024","2024-03-01","First Class","46875843","West","8","478","9","0","19","56591941"
"222738594","2024-02-10","Jan-24","Q12024","2024-02-17","Standard Class","587609902","West","19","316","4","0","-11","82686672"
"222823001","2024-02-27","Mar-24","Q12024","2024-03-02","Second Class","604728836","West","13","393","6","0","7","65369865"
"223027900","2024-02-12","Mar-24","Q12024","2024-02-12","Second Class","864579616","West","10","305","5","0","16","86900951"
"223125559","2024-03-09","Mar-24","Q12024","2024-03-18","Second Class","867267217","West","1","354","9","0","19","83449253"
"223361305","2024-02-20","Jan-24","Q12024","2024-02-28","First Class","884292626","Central","16","74","10","0","18","40794231"
"223406957","2024-03-02","Mar-24","Q12024","2024-03-04","Second Class","903707385","West","12","397","10","0","-49","86900951"
"223520398","2024-03-14","Mar-24","Q12024","2024-03-19","Second Class","686162027","West","13","331","10","0","19","50714714"
"223614578","2024-02-28","Mar-24","Q12024","2024-03-09","Second Class","241962346","West","13","453","8","0","-4","86132929"
"223820478","2024-02-24","Mar-24","Q12024","2024-02-23","First Class","582954712","West","8","300","6","0","-27","59304247"
"223835132","2024-02-15","Jan-24","Q12024","2024-02-19","Second Class","484380136","West","14","151","7","0","19","70061471"
"224124838","2024-02-22","Jan-24","Q12024","2024-03-03","Standard Class","327171481","West","16","47","3","0","10","67348320"
"224157882","2024-03-17","Mar-24","Q12024","2024-03-21","Second Class","304131328","West","7","182","10","0","19","68498772"
"224269379","2024-03-05","Mar-24","Q12024","2024-03-12","Standard Class","12609921","West","5","269","10","0","9","86900951"
"224401261","2024-02-22","Mar-24","Q12024","2024-02-26","First Class","383990329","West","8","247","4","0","12","73401619"
"224421470","2024-02-15","Mar-24","Q12024","2024-02-21","First Class","15602440","South","2","314","9","0","-23","52905991"
"225265034","2024-02-20","Mar-24","Q12024","2024-02-27","Second Class","816014108","Central","19","303","9","0","-46","56753198"
"225275142","2024-02-17","Jan-24","Q12024","2024-02-19","First Class","720300644","East","12","326","10","0","-4","54902594"
"225453833","2024-02-07","Mar-24","Q12024","2024-02-11","First Class","842112160","West","9","511","5","0","19","86900951"
"226349216","2024-02-10","Jan-24","Q12024","2024-02-15","Standard Class","581263311","Central","18","356","10","0","-62","50070210"
"226407822","2024-02-20","Jan-24","Q12024","2024-03-01","Second Class","843905631","East","11","65","10","0","-18","41448670"
"226459310","2024-02-14","Mar-24","Q12024","2024-02-23","Second Class","541109049","West","17","439","9","0","-58","86900951"
"226514796","2024-02-27","Mar-24","Q12024","2024-03-04","First Class","92134119","Central","5","510","10","0","-58","71184718"
"227060224","2024-02-19","Jan-24","Q12024","2024-02-23","Second Class","164104459","West","7","235","7","0","6","86900951"
"227367406","2024-02-13","Jan-24","Q12024","2024-02-20","First Class","812844952","West","13","93","7","0","-13","50491617"
"227445773","2024-02-26","Mar-24","Q12024","2024-02-29","First Class","100707234","West","5","290","10","0","16","73160064"
"227527525","2024-02-29","Jan-24","Q12024","2024-03-05","First Class","154751717","West","1","177","9","0","19","53052969"
"228294541","2024-02-13","Jan-24","Q12024","2024-02-22","Second Class","291695750","East","7","224","9","0","-16","70561506"
"228317705","2024-02-10","Jan-24","Q12024","2024-02-15","First Class","902022194","West","6","415","7","0","-21","54244960"
"228374771","2024-02-18","Mar-24","Q12024","2024-02-22","Standard Class","128339579","South","13","378","8","0","-50","86900951"
"228553278","2024-02-27","Mar-24","Q12024","2024-03-07","Second Class","459397045","West","13","307","8","0","19","79423512"
"228699734","2024-02-17","Jan-24","Q12024","2024-02-23","Standard Class","399343434","West","18","130","5","0","7","69768678"
"228720490","2024-02-15","Mar-24","Q12024","2024-02-27","First Class","93090393","Central","15","280","10","0","19","65422653"
"228846187","2024-02-29","Jan-24","Q12024","2024-03-06","Second Class","144669531","West","16","280","7","0","-3","66917248"
"228862580","2024-01-28","Jan-24","Q12024","2024-02-05","First Class","56697226","South","15","113","4","0","12","79149603"
"228985653","2024-02-14","Mar-24","Q12024","2024-02-17","Second Class","666725280","Central","15","341","6","0","19","67877623"
"229321909","2024-02-17","Jan-24","Q12024","2024-02-22","Second Class","281314281","Central","8","411","10","0","-28","86900951"
"229493601","2024-03-08","Jan-24","Q12024","2024-03-12","Second Class","705866792","West","7","306","10","0","14","49997889"
"229671773","2024-03-01","Mar-24","Q12024","2024-03-09","Second Class","397850135","West","14","479","9","0","4","66764447"
"230366428","2024-02-19","Jan-24","Q12024","2024-02-21","Second Class","575036037","West","9","187","4","0","19","76855645"
"231054556","2024-02-21","Mar-24","Q12024","2024-02-27","Standard Class","25181604","West","9","464","6","0","-29","65322259"
"231949917","2024-01-26","Jan-24","Q12024","2024-01-31","Second Class","193569233","East","15","440","6","0","-44","59714669"
"232155452","2024-02-01","Jan-24","Q12024","2024-02-07","Second Class","623324457","East","19","102","5","0","-10","42018036"
"232738574","2024-03-11","Mar-24","Q12024","2024-03-09","Standard Class","318598083","West","19","95","10","0","19","86900951"
"232854229","2024-03-10","Mar-24","Q12024","2024-03-10","Second Class","160900091","West","16","65","9","0","19","61045148"
"232901549","2024-02-05","Mar-24","Q12024","2024-02-11","Second Class","771349608","West","15","192","7","0","6","75464231"
"233051220","2024-03-06","Mar-24","Q12024","2024-03-09","Standard Class","797138186","West","12","273","7","0","19","86900951"
"233086414","2024-03-13","Mar-24","Q12024","2024-03-19","First Class","269062748","West","16","182","10","0","19","73335803"
"233347043","2024-02-07","Mar-24","Q12024","2024-02-13","First Class","541597200","West","8","397","9","0","-51","86900951"
"233514450","2024-02-19","Jan-24","Q12024","2024-02-25","Standard Class","648176246","East","8","310","7","0","19","78259802"
"233720724","2024-02-14","Mar-24","Q12024","2024-02-24","First Class","138998961","Central","8","244","10","0","-28","57188706"
"233771903","2024-02-13","Jan-24","Q12024","2024-02-16","First Class","611940371","East","8","330","10","0","-32","69400202"
"234064887","2024-03-02","Jan-24","Q12024","2024-03-07","Second Class","269672170","Central","12","142","10","0","19","40719409"
"234188087","2024-03-04","Jan-24","Q12024","2024-03-11","First Class","957576583","West","12","287","10","0","-56","71988568"
"234440851","2024-02-05","Mar-24","Q12024","2024-02-14","Standard Class","627349737","West","13","91","5","0","3","86900951"
"234782975","2024-02-28","Mar-24","Q12024","2024-03-01","Standard Class","434363542","West","14","357","6","0","13","80577276"
"234889756","2024-03-17","Mar-24","Q12024","2024-03-18","Standard Class","644384226","West","12","223","10","0","19","51277213"
"234937080","2024-02-22","Jan-24","Q12024","2024-03-02","Second Class","844045391","East","6","334","9","0","-24","43888128"
"235063232","2024-02-10","Mar-24","Q12024","2024-02-12","Standard Class","430635665","East","9","491","10","0","-47","63380497"
"235155054","2024-02-22","Jan-24","Q12024","2024-03-05","First Class","876354796","East","12","155","10","0","8","53819603"
"235334986","2024-02-05","Mar-24","Q12024","2024-02-10","First Class","157870340","West","13","320","6","0","4","82443857"
"235636736","2024-02-24","Mar-24","Q12024","2024-02-27","First Class","206581709","South","7","112","6","0","19","48055470"
"235923641","2024-02-26","Mar-24","Q12024","2024-02-29","First Class","908554284","West","3","433","10","0","19","85479222"
"235940274","2024-02-16","Jan-24","Q12024","2024-02-25","First Class","649849602","East","1","112","7","0","7","41412860"
"236203997","2024-02-17","Mar-24","Q12024","2024-02-23","Second Class","509554999","West","15","422","7","0","-59","80670016"
"236496610","2024-02-16","Mar-24","Q12024","2024-02-26","Second Class","421344839","South","15","476","10","0","-26","70654768"
"236531881","2024-03-07","Mar-24","Q12024","2024-03-17","First Class","478534341","West","11","341","10","0","-11","84087249"
"236657550","2024-03-04","Mar-24","Q12024","2024-03-02","Second Class","4896147","West","11","55","4","0","19","50296388"
"236817549","2024-03-16","Mar-24","Q12024","2024-03-16","Second Class","448217218","West","16","468","10","0","6","63925157"
"237297126","2024-02-13","Jan-24","Q12024","2024-02-18","First Class","726273179","West","3","362","6","0","5","74432536"
"237400315","2024-03-06","Mar-24","Q12024","2024-03-10","Standard Class","427402040","East","16","455","10","0","13","85554297"
"237660316","2024-02-29","Mar-24","Q12024","2024-03-03","Second Class","168561500","East","13","273","10","0","-26","40238845"
"238097194","2024-03-17","Mar-24","Q12024","2024-03-16","Second Class","253405550","West","12","409","8","0","14","53614942"
"238248349","2024-02-29","Mar-24","Q12024","2024-03-01","Second Class","438804551","West","15","387","5","0","19","86900951"
"238645347","2024-03-07","Mar-24","Q12024","2024-03-10","Second Class","878841075","Central","13","169","10","0","7","64767289"
"238649028","2024-02-27","Jan-24","Q12024","2024-03-06","Second Class","133507207","Central","9","111","10","0","-39","61196258"
"238848843","2024-02-29","Jan-24","Q12024","2024-03-01","First Class","82049642","East","10","101","10","0","-9","49711107"
"239024059","2024-02-07","Jan-24","Q12024","2024-02-09","First Class","72539019","Central","18","313","8","0","-20","76443652"
"239142192","2024-03-07","Mar-24","Q12024","2024-03-19","Standard Class","381168904","West","15","82","10","0","-13","57286793"
"239176638","2024-02-20","Mar-24","Q12024","2024-02-24","Standard Class","83981437","West","8","311","6","0","-58","59003600"
"239267028","2024-03-09","Mar-24","Q12024","2024-03-06","Standard Class","688348177","South","17","355","10","0","-22","47357228"
"239272458","2024-03-08","Mar-24","Q12024","2024-03-13","Standard Class","289854711","West","17","326","6","0","19","72870193"
"239514836","2024-02-17","Mar-24","Q12024","2024-02-22","Standard Class","583219024","West","17","51","6","0","18","51137143"
"239577942","2024-02-04","Jan-24","Q12024","2024-02-07","Second Class","930584744","East","13","189","10","0","-53","78247532"
"239861416","2024-03-02","Mar-24","Q12024","2024-03-07","Second Class","61601138","South","6","240","10","0","-22","51894960"
"239865415","2024-02-16","Mar-24","Q12024","2024-02-24","First Class","74747766","West","14","146","5","0","16","86900951"
"239878606","2024-02-24","Jan-24","Q12024","2024-02-28","First Class","624044992","South","13","202","10","0","-10","72378153"
"240176940","2024-02-01","Jan-24","Q12024","2024-02-09","First Class","639512601","West","14","266","8","0","-34","86900951"
"240977184","2024-02-20","Mar-24","Q12024","2024-02-24","Standard Class","309088258","West","16","442","5","0","6","75747744"
"241056604","2024-03-16","Mar-24","Q12024","2024-03-18","First Class","692477694","West","8","267","10","0","19","86165180"
"241275067","2024-02-01","Jan-24","Q12024","2024-02-14","First Class","937028128","Central","7","120","6","0","7","68216141"
"241436161","2024-03-11","Jan-24","Q12024","2024-03-11","Standard Class","939576831","West","16","39","5","0","17","48615197"
"241715771","2024-02-23","Mar-24","Q12024","2024-03-05","Standard Class","240264810","West","19","167","4","0","15","68839904"
