"RETURN_ID","ORDER_ID","RETURNED"
"207190468","639869718","Yes"
"207249878","434520591","Yes"
"207325153","184288416","Yes"
"207337458","209966859","Yes"
"207367976","155982741","Yes"
"207971511","628348467","Yes"
"208224031","970671356","Yes"
"208338575","821816633","Yes"
"208738621","677637963","Yes"
"209096726","515005913","Yes"
"209106207","827829395","Yes"
"209303520","482378465","Yes"
"209402650","72882597","Yes"
"209789910","558037749","Yes"
"210004451","716980171","Yes"
"210041238","388936045","Yes"
"210598311","873359578","Yes"
"210721255","180886815","Yes"
"210855103","415720160","Yes"
"211289028","398478952","Yes"
"211578910","897260849","Yes"
"212024701","469011899","Yes"
"212119562","338573303","Yes"
"212428415","481883790","Yes"
"212516023","474517752","Yes"
"213061629","224421470","Yes"
"213283310","117810984","Yes"
"213468570","384838146","Yes"
"213569979","401234373","Yes"
"213834228","289016199","Yes"
"213949516","52410277","Yes"
"214274531","882467821","Yes"
"214515817","902118343","Yes"
"215001967","904510586","Yes"
"215165797","410442309","Yes"
"215213630","579795535","Yes"
"215464953","216537957","Yes"
"215584897","785299069","Yes"
"215709364","26694387","Yes"
"215907697","682118095","Yes"
"215976137","661184469","Yes"
"215977383","79305121","Yes"
"216124091","382269697","Yes"
"216299383","422610478","Yes"
"216353468","167443781","Yes"
"216419853","94433994","Yes"
"216515003","838758385","Yes"
"216553922","305417774","Yes"
"216671656","829490390","Yes"
"217783013","735746371","Yes"
"217894032","994940248","Yes"
"218501672","564365431","Yes"
"218545655","409955168","Yes"
"218927767","898655875","Yes"
"219089622","630440804","Yes"
"219297747","232738574","Yes"
"219321904","272025819","Yes"
"219813949","408716845","Yes"
"219917536","329719662","Yes"
"220015165","122096235","Yes"
"220351405","47237265","Yes"
"221121658","878969245","Yes"
"221222693","837879186","Yes"
"221622500","973373516","Yes"
"221729417","194005254","Yes"
"221869693","109701675","Yes"
"221902375","299047092","Yes"
"221997935","88906440","Yes"
"222069396","917049952","Yes"
"222215121","921196897","Yes"
"222287435","925180473","Yes"
"222595893","309548331","Yes"
"222595914","378778116","Yes"
"222996411","973720674","Yes"
"223132044","239861416","Yes"
"223375252","72447248","Yes"
"223487590","509563405","Yes"
"223680822","434505650","Yes"
"223740306","739216388","Yes"
"224393348","535471730","Yes"
"225219739","535515023","Yes"
"225466818","373263262","Yes"
"225583854","292526509","Yes"
"226411592","894889575","Yes"
"226466711","992612697","Yes"
"226674929","375974799","Yes"
"226868258","199666312","Yes"
"227195398","308423608","Yes"
"227599269","770060881","Yes"
"227603785","866149556","Yes"
"227718513","575937285","Yes"
"227882232","63935371","Yes"
"228047834","189420566","Yes"
"228417536","529294831","Yes"
"228423596","327442083","Yes"
"228462974","194777880","Yes"
"228631794","311855122","Yes"
"229189249","980946354","Yes"
"229224677","849506630","Yes"
"229504607","506698117","Yes"
"229747492","534791600","Yes"
"229964240","361999671","Yes"
"230064931","259384732","Yes"
"230296265","48128368","Yes"
"230440648","1168808","Yes"
"230935013","242801291","Yes"
"230969613","127946517","Yes"
"231111620","647042238","Yes"
"231119830","186393767","Yes"
"231412759","3629672","Yes"
"231442620","876914370","Yes"
"231733185","103829227","Yes"
"231755703","424194692","Yes"
"231820973","59820722","Yes"
"233277105","683974863","Yes"
"233287365","777620458","Yes"
"233631983","94599117","Yes"
"233751636","835190448","Yes"
"233858469","322763625","Yes"
"234220930","659556968","Yes"
"234301050","579566534","Yes"
"234337318","64979086","Yes"
"234772620","84618654","Yes"
"234976093","830245376","Yes"
"235112478","305125552","Yes"
"235185723","592352556","Yes"
"235209533","714752300","Yes"
"235230291","206343656","Yes"
"235721572","767299428","Yes"
"235811145","453800543","Yes"
"236008239","580652538","Yes"
"236156861","261069434","Yes"
"236338163","986453432","Yes"
"236511653","952926430","Yes"
"237056742","84610738","Yes"
"237720154","731838874","Yes"
"238083271","912911171","Yes"
"238207373","236203997","Yes"
"238303439","687494836","Yes"
"238318428","631114214","Yes"
"238334824","497502118","Yes"
"238483428","602267265","Yes"
"238877874","861784258","Yes"
"239266535","234889756","Yes"
"239417730","638736416","Yes"
"239533628","439168132","Yes"
"239590083","988593257","Yes"
"239974942","894333186","Yes"
"240039017","256376217","Yes"
"240649347","374029413","Yes"
"241088357","975630094","Yes"
"241182377","421588073","Yes"
"241368234","41486571","Yes"
"241386916","244879107","Yes"
"241569237","563584437","Yes"
"241604126","692994464","Yes"
"241743726","283809602","Yes"
"241744490","558436878","Yes"
"242185647","516372507","Yes"
"242347919","11628875","Yes"
"242655504","942579373","Yes"
"242751249","832165822","Yes"
"243059178","227367406","Yes"
"243261079","949859232","Yes"
"243283993","138576939","Yes"
"243450513","968493369","Yes"
"243550962","624336130","Yes"
"243685228","305497538","Yes"
"244144132","401084172","Yes"
"244335281","591814037","Yes"
"244336052","416205170","Yes"
"244401969","357597576","Yes"
"244564736","612288902","Yes"
"244729543","589914439","Yes"
"244745473","667772849","Yes"
"244779846","238645347","Yes"
"244876888","306005415","Yes"
"244937286","398764585","Yes"
"244994904","614921679","Yes"
"245144691","426438747","Yes"
"245942504","508199518","Yes"
"246264635","186904570","Yes"
"246337633","932655948","Yes"
"246419577","797870971","Yes"
"246645614","846234116","Yes"
"246757435","489783127","Yes"
"246973010","370854858","Yes"
"247297306","324673472","Yes"
"247301900","850387941","Yes"
"247633894","565321516","Yes"
"247992019","320093233","Yes"
"248274370","416076664","Yes"
"248376217","269437822","Yes"
"248729386","737333158","Yes"
"248826435","345478474","Yes"
"249136842","406059394","Yes"
"249360463","46012782","Yes"
"249485475","821048789","Yes"
"249654190","852463403","Yes"
"249818406","202400890","Yes"
"249934229","37826159","Yes"
"249952840","856180273","Yes"
"250150822","413843485","Yes"
"250266956","412852255","Yes"
"250929942","917266908","Yes"
"251127132","671059671","Yes"
"251402059","424014150","Yes"
"251542184","511695043","Yes"
"252422192","117118701","Yes"
"252512040","741699774","Yes"
"252575695","618444852","Yes"
"252584734","305069529","Yes"
"252631259","348448832","Yes"
"252786603","695250226","Yes"
"252978736","864304420","Yes"
"253008554","857453726","Yes"
"253062754","500717621","Yes"
"253100042","912327007","Yes"
"253168421","197963657","Yes"
"253258690","754393264","Yes"
"253503738","651034685","Yes"
"254018097","89110324","Yes"
"254021811","598520375","Yes"
"254218073","61346232","Yes"
"254253973","40061205","Yes"
"254436338","459003889","Yes"
"254578436","812641851","Yes"
"254989923","816524748","Yes"
"255100778","7801222","Yes"
"255337996","800972970","Yes"
"255972628","239272458","Yes"
"256134530","314757261","Yes"
"256802839","295323984","Yes"
"257092447","7115964","Yes"
"257351375","306153365","Yes"
"257902696","807270765","Yes"
"258206130","860945976","Yes"
"258406551","825718264","Yes"
"258706667","221374516","Yes"
"258719377","128315862","Yes"
"258834798","527550388","Yes"
"259729306","271559577","Yes"
"260051620","978401815","Yes"
"260251788","263916925","Yes"
"260679054","605074275","Yes"
"260810615","582124843","Yes"
"260984164","26896537","Yes"
"261032918","196653626","Yes"
"261520216","689787671","Yes"
"261875474","46345320","Yes"
"261955281","219797695","Yes"
"262094809","326418757","Yes"
"262383298","205547042","Yes"
"262588536","545354405","Yes"
"263653107","259044594","Yes"
"264368817","463416367","Yes"
"264676137","647197083","Yes"
"264768665","252827312","Yes"
"265220002","17885406","Yes"
"265326015","658440693","Yes"
"265365989","892763479","Yes"
"265654943","37150320","Yes"
"265661719","368629821","Yes"
"265670825","685641349","Yes"
"265754065","544890648","Yes"
"266410948","514580755","Yes"
"266422577","976685051","Yes"
"266524847","823321563","Yes"
"266665658","546679245","Yes"
"266910392","472289723","Yes"
"267111325","695213906","Yes"
"267135658","753391419","Yes"
"267325574","248379786","Yes"
"267470080","253792945","Yes"
"268368670","852890751","Yes"
"268491130","253042009","Yes"
"268588608","181941265","Yes"
"268931014","986322376","Yes"
"269250589","663077951","Yes"
"269643360","387933948","Yes"
"269705317","284212778","Yes"
"269906627","645691630","Yes"
"270016291","104614975","Yes"
"270771185","514208902","Yes"
"271281046","671718710","Yes"
"271382732","384954622","Yes"
"271451959","710804232","Yes"
"271539271","462470883","Yes"
"271613290","239176638","Yes"
"271634494","31142840","Yes"
"271653319","721716654","Yes"
"271851452","212573851","Yes"
"271925217","444650025","Yes"
"272066041","597179926","Yes"
"272215187","354049407","Yes"
"272379149","646672945","Yes"
"272381360","297550044","Yes"
"272573398","535939732","Yes"
"272779798","394738896","Yes"
"273144682","63064049","Yes"
"273462403","260406207","Yes"
"274116227","718754407","Yes"
"274673034","940525647","Yes"
"274926055","933908966","Yes"
"275073590","491079899","Yes"
"275196903","739130978","Yes"
"275220228","117424286","Yes"
"275399401","468749598","Yes"
"275747020","539886502","Yes"
"276381701","428256909","Yes"
"276381927","632748388","Yes"
"276726716","985535497","Yes"
"276949762","70274059","Yes"
"276959138","965330946","Yes"
"277046079","961243760","Yes"
"277068892","801690444","Yes"
"277077329","944352060","Yes"
"277213557","569535529","Yes"
"277258632","804884558","Yes"
"277275078","905553542","Yes"
"277365827","352005276","Yes"
"277816945","5466786","Yes"
"278128034","920250775","Yes"
"278221252","435747282","Yes"
"278484746","773478441","Yes"
"278564535","190663666","Yes"
"278879452","40163695","Yes"
"278947059","297749074","Yes"
"279159650","701969989","Yes"
"279175841","269393165","Yes"
"279654076","896956543","Yes"
"279662973","167864803","Yes"
"279979392","992843598","Yes"
"280049446","819958007","Yes"
"280067066","575078462","Yes"
"280226999","631239186","Yes"
"280307989","559252050","Yes"
"280481272","832731284","Yes"
"280579472","668727491","Yes"
"281071824","239267028","Yes"
"281309076","561037271","Yes"
"281644301","838874212","Yes"
"282032850","9260966","Yes"
"282048568","356115032","Yes"
"282365026","877710276","Yes"
"282552799","943050048","Yes"
"282618755","648196268","Yes"
"282739397","494865492","Yes"
"283158946","674898667","Yes"
"283493862","850893605","Yes"
"283550057","562906738","Yes"
"283646915","578545079","Yes"
"283721318","285437141","Yes"
"283971301","875904387","Yes"
"283993862","635974736","Yes"
"284229587","8093369","Yes"
"284333718","197873151","Yes"
"284772941","153343622","Yes"
"284781525","550494330","Yes"
"284811279","261317121","Yes"
"284877084","797390690","Yes"
"284923350","655061640","Yes"
"284951026","452616219","Yes"
"285133381","269077739","Yes"
"285452124","64127612","Yes"
"285577134","899614184","Yes"
"285983051","408251358","Yes"
"286318414","322410837","Yes"
"286390205","688171043","Yes"
"286470693","213031290","Yes"
"286584667","555328849","Yes"
"286827045","559351277","Yes"
"287167665","715245275","Yes"
"287236939","18102839","Yes"
"287251893","353854270","Yes"
"287864122","746829987","Yes"
"288216178","25926717","Yes"
"288220389","455865572","Yes"
"288222484","214414522","Yes"
"288626670","871880744","Yes"
"288856212","235636736","Yes"
"289125263","678463782","Yes"
"289136454","77381733","Yes"
"289252457","880079712","Yes"
"289830923","854405474","Yes"
"290391203","435517402","Yes"
"291268696","572257195","Yes"
"291431350","213521034","Yes"
"292971677","501856634","Yes"
"293090380","60384779","Yes"
"293123693","164764201","Yes"
"293124926","14883410","Yes"
"293509486","74372786","Yes"
"293601526","518072663","Yes"
"293652281","380581292","Yes"
"293716521","565268656","Yes"
"294484584","157202282","Yes"
"294681292","493802644","Yes"
"294948183","304371097","Yes"
"295088623","736294434","Yes"
"295510309","19065429","Yes"
"295689677","99185982","Yes"
"295775482","292228700","Yes"
"295804418","743081632","Yes"
"295865423","381574490","Yes"
"296144529","311836000","Yes"
"296499617","120708636","Yes"
"296533327","316174882","Yes"
"296541528","37563416","Yes"
"296928795","27160536","Yes"
"298119753","557957269","Yes"
"298508010","759188938","Yes"
"298877820","625978480","Yes"
"299312606","627877079","Yes"
"300063139","400616986","Yes"
"300121844","94072311","Yes"
"300252343","711907885","Yes"
"300262553","677873038","Yes"
"300394247","423491144","Yes"
"300401654","713501726","Yes"
"300662036","426300681","Yes"
"300798089","378202932","Yes"
"301169636","552853352","Yes"
"301222841","144385106","Yes"
"301358009","790902826","Yes"
"301439024","597260680","Yes"
"301788967","332446956","Yes"
"301853104","396533248","Yes"
"302546756","614107436","Yes"
"302634452","617338258","Yes"
"302886262","492614421","Yes"
"303017208","916578700","Yes"
"303300347","846544387","Yes"
"303414355","33031465","Yes"
"303594816","490139912","Yes"
"303975843","998508426","Yes"
"304024651","761024950","Yes"
"304379122","907897450","Yes"
"304671374","429749744","Yes"
"304968464","832561281","Yes"
"304985422","41907650","Yes"
"305014662","370512495","Yes"
"305372923","832233220","Yes"
"305549959","77688308","Yes"
"305883090","995811331","Yes"
"306159965","499998119","Yes"
"306242636","451111637","Yes"
"306428080","126633422","Yes"
"306458371","820514626","Yes"
"306643491","982863882","Yes"
"306747305","836853882","Yes"
"307091055","295667931","Yes"
"307254328","94079841","Yes"
"307287705","311882176","Yes"
"307489457","811946839","Yes"
"307526694","62687654","Yes"
"307848012","116739819","Yes"
"308208998","193980471","Yes"
"308481285","10334691","Yes"
"308660151","33215815","Yes"
"308734376","916244632","Yes"
"308969540","999031511","Yes"
"309116699","51167256","Yes"
"309328863","936196003","Yes"
"309392548","527317434","Yes"
"309710457","860197441","Yes"
"309786598","661417772","Yes"
"310019843","974584217","Yes"
"310249126","22757931","Yes"
"310362509","710405241","Yes"
"310402218","790683436","Yes"
"310433645","205202237","Yes"
"310447003","728658465","Yes"
"310508752","516802692","Yes"
"310540131","426223751","Yes"
"310657370","847339622","Yes"
"310686294","290349907","Yes"
"311077579","727224652","Yes"
"311444970","222078937","Yes"
"311492073","679930995","Yes"
"311586850","256384568","Yes"
"311646848","33885376","Yes"
"311852579","228317705","Yes"
"311886929","72101517","Yes"
"312108161","250530109","Yes"
"312110829","911669498","Yes"
"312264162","20552369","Yes"
"312410455","953807742","Yes"
"312553006","141553327","Yes"
"312597459","410632904","Yes"
"313263501","542159835","Yes"
"313552430","16068430","Yes"
"313905819","468156876","Yes"
"314392577","201739025","Yes"
"314795846","43670580","Yes"
"315049404","732031960","Yes"
"315397886","636944018","Yes"
"315476587","210826225","Yes"
"316145391","594604200","Yes"
"316181355","916361460","Yes"
"316197328","850543333","Yes"
"316200802","942429297","Yes"
"317448082","494989680","Yes"
"317729643","505227950","Yes"
"317866388","292417734","Yes"
"318145809","389522345","Yes"
"318258009","888393883","Yes"
"318301134","215316335","Yes"
"318513831","982071149","Yes"
"318583074","754432005","Yes"
"318777915","423494413","Yes"
"318845987","326775276","Yes"
"318860154","820973307","Yes"
"319660402","356326224","Yes"
"319881349","375744012","Yes"
"320123867","815909536","Yes"
"320245848","423317906","Yes"
"320255851","242562038","Yes"
"320599602","791524722","Yes"
"320841441","593454835","Yes"
"320882682","266004590","Yes"
"321105776","690974756","Yes"
"321544303","32156276","Yes"
"322141607","304582175","Yes"
"322324362","910810448","Yes"
"322335731","121615182","Yes"
"322513915","461151286","Yes"
"322632701","459528232","Yes"
"323052733","125914103","Yes"
"323179717","32544809","Yes"
"323920102","175936752","Yes"
"323956202","771993393","Yes"
"323963149","46675681","Yes"
"324041771","797360283","Yes"
"324476906","102572673","Yes"
"324780199","232901549","Yes"
"324789800","425387998","Yes"
"324873029","212611767","Yes"
"325237759","302576267","Yes"
"325511956","12371718","Yes"
"325901486","277495588","Yes"
"326154260","482863504","Yes"
"326330250","814290873","Yes"
"326707954","851524701","Yes"
"326761642","217058723","Yes"
"326914448","111357347","Yes"
"327233483","137387179","Yes"
"327268353","659527046","Yes"
"327296043","464637329","Yes"
"327415760","70616029","Yes"
"327750652","228294541","Yes"
"328002123","411886028","Yes"
"328097190","85395528","Yes"
"328598746","884338466","Yes"
"328950496","825470173","Yes"
"328980372","978994811","Yes"
"329121838","359200061","Yes"
"329321846","582231087","Yes"
"329494041","633214447","Yes"
"330383607","577871072","Yes"
"330478862","233086414","Yes"
"330573732","273795761","Yes"
"330692352","630426105","Yes"
"330859982","255501181","Yes"
"331113607","495681272","Yes"
"331197783","252124543","Yes"
"331345870","889993699","Yes"
"331367972","796804338","Yes"
"331487037","467662907","Yes"
"332056025","348609804","Yes"
"332632502","365082776","Yes"
"332830624","25462230","Yes"
"332841688","46121889","Yes"
"333006849","945621324","Yes"
"333053951","362974933","Yes"
"333242846","904365197","Yes"
"333446173","654311837","Yes"
"333571280","37176816","Yes"
"333676886","66470364","Yes"
"334419962","578196409","Yes"
"334694264","60351459","Yes"
"334759331","928438538","Yes"
"335039037","288235529","Yes"
"335771171","16152445","Yes"
"335810001","286995732","Yes"
"335939483","398062475","Yes"
"335977534","222656236","Yes"
"336171805","854170755","Yes"
"336525237","398851535","Yes"
"337185566","417234134","Yes"
"337828802","556018043","Yes"
"337907841","503519046","Yes"
"337979578","529946761","Yes"
"338540518","664925770","Yes"
"338967307","61235337","Yes"
"339132522","859652953","Yes"
"340177572","356295147","Yes"
"340332052","353556608","Yes"
"340587717","325509309","Yes"
"340631443","619810166","Yes"
"340757139","936680169","Yes"
"341174617","628330866","Yes"
"341428978","530390365","Yes"
"341738220","29283916","Yes"
"342597700","880379871","Yes"
"342636651","935196587","Yes"
"342847221","283204633","Yes"
"343196457","619686084","Yes"
"343647655","891864107","Yes"
"344070223","845499516","Yes"
"344260229","400067428","Yes"
"344337952","496239855","Yes"
"344418390","136085152","Yes"
"344551278","373457815","Yes"
"344626166","130295361","Yes"
"344637737","313637561","Yes"
"344707502","529272664","Yes"
"345001648","491194440","Yes"
"345618965","487374728","Yes"
"345635309","685492702","Yes"
"345798349","913059591","Yes"
"345890582","676966752","Yes"
"346156185","110250302","Yes"
"346218187","285545380","Yes"
"346307740","917017691","Yes"
"346320950","64190043","Yes"
"346387766","122251396","Yes"
"346588026","377411162","Yes"
"346629325","890912534","Yes"
"346683481","467645479","Yes"
"346685227","210880531","Yes"
"346862888","681841310","Yes"
"346891831","553442102","Yes"
"346917687","982396363","Yes"
"347007757","21291054","Yes"
"347258700","531778691","Yes"
"347402763","704190672","Yes"
"347489049","472139570","Yes"
"347509167","663661156","Yes"
"347545843","306439934","Yes"
"347674412","705217686","Yes"
"347712283","23210554","Yes"
"347774076","979188671","Yes"
"348179309","279137357","Yes"
"348309127","198560002","Yes"
"348324442","510984158","Yes"
"348619191","285792612","Yes"
"348678505","160735721","Yes"
"348713248","380503485","Yes"
"348901162","472184368","Yes"
"349036730","6945987","Yes"
"349110590","874495080","Yes"
"349298635","223520398","Yes"
"349367328","210334546","Yes"
"350431223","924116616","Yes"
"350480663","245205531","Yes"
"350563300","677536219","Yes"
"350599937","870057103","Yes"
"350615494","213875256","Yes"
"351331498","66196708","Yes"
"351418139","510686901","Yes"
"351489870","647230973","Yes"
"352296759","23068908","Yes"
"352300180","967129744","Yes"
"352564769","697173084","Yes"
"352726799","805530559","Yes"
"353037961","606765582","Yes"
"353080279","798654934","Yes"
"353089129","721729353","Yes"
"353572101","75823945","Yes"
"354494138","176444784","Yes"
"354741517","212565567","Yes"
"354875168","201972504","Yes"
"355153074","282568750","Yes"
"355309661","682797476","Yes"
"355378003","998470148","Yes"
"355945979","72704886","Yes"
"355987603","740336102","Yes"
"357281515","819937155","Yes"
"357688327","29575719","Yes"
"357720282","958720955","Yes"
"357721331","864465457","Yes"
"357993358","621600111","Yes"
"358660467","292334659","Yes"
"358854245","603618084","Yes"
"359400332","982802359","Yes"
"359412925","180728656","Yes"
"360024850","688281835","Yes"
"360051983","123449312","Yes"
"360184413","792332482","Yes"
"360265331","957743004","Yes"
"360322278","862941940","Yes"
"360773433","882465437","Yes"
"360863190","847947966","Yes"
"361336842","544922177","Yes"
"361425621","682944583","Yes"
"361493174","43539720","Yes"
"361785806","14826184","Yes"
"362333940","872710772","Yes"
"362636420","678438597","Yes"
"362781035","797633613","Yes"
"362973847","180143806","Yes"
"363189547","287747946","Yes"
"363309007","148244293","Yes"
"363441562","603345844","Yes"
"363995145","253404162","Yes"
"364272037","512422088","Yes"
"364738694","9352775","Yes"
"364844861","295032032","Yes"
"365747612","735539950","Yes"
"365965960","696396701","Yes"
"366289209","29405983","Yes"
"366671547","805958913","Yes"
"366830961","30566614","Yes"
"366844583","526971477","Yes"
"366885665","536300319","Yes"
"366896927","314788935","Yes"
"366930049","44584356","Yes"
"367046693","968595503","Yes"
"367188523","233051220","Yes"
"367255638","420383653","Yes"
"367292894","470399595","Yes"
"367337066","43167129","Yes"
"367642506","814906372","Yes"
"367767014","68648288","Yes"
"367893050","985916515","Yes"
"368091798","782013704","Yes"
"368144095","580987646","Yes"
"369227125","138403712","Yes"
"369270340","297678274","Yes"
"369547645","188272090","Yes"
"369613061","449374361","Yes"
"369760753","146343113","Yes"
"369797545","84188707","Yes"
"370214895","200380722","Yes"
"370292567","397494532","Yes"
"370303070","447889073","Yes"
"370714332","126302539","Yes"
"370930720","40455343","Yes"
"370950887","790208205","Yes"
"371079096","984206837","Yes"
"371878035","889474344","Yes"
"372390795","103652721","Yes"
"372413533","241789111","Yes"
"372659113","431929155","Yes"
"372800286","740592329","Yes"
"372873974","175791783","Yes"
"372981133","571023669","Yes"
"373119493","126606077","Yes"
"373242858","391691854","Yes"
"373547786","283507763","Yes"
"373959295","196806419","Yes"
"373974267","331516839","Yes"
"374154224","204706393","Yes"
"374206353","122374093","Yes"
"374244633","756472681","Yes"
"374859329","422406071","Yes"
"375103252","852054812","Yes"
"375820529","582365991","Yes"
"376056207","570964136","Yes"
"376585664","153442351","Yes"
"377010626","362095740","Yes"
"377597029","361459826","Yes"
"377831066","938579471","Yes"
"378253359","268505409","Yes"
"378301687","745581822","Yes"
"378612098","591944031","Yes"
"378691397","63642546","Yes"
"378961482","30116761","Yes"
"379087307","896575773","Yes"
"379275436","832413110","Yes"
"379726104","485386534","Yes"
"380961674","524044170","Yes"
"381576069","930798332","Yes"
"381650398","673510657","Yes"
"381811595","369705196","Yes"
"382119276","227445773","Yes"
"382178490","83214823","Yes"
"382756303","250751704","Yes"
"382779362","243810284","Yes"
"383137602","963763363","Yes"
"383406084","613921364","Yes"
"383719340","644454961","Yes"
"383873280","768006973","Yes"
"384132309","2959059","Yes"
"384876907","164573745","Yes"
"384998931","352907942","Yes"
"385477918","756315529","Yes"
"385629776","242653290","Yes"
"385643041","154188228","Yes"
"385745375","80165928","Yes"
"386390925","385590833","Yes"
"386589349","225275142","Yes"
"387121321","663004418","Yes"
"387474790","589741930","Yes"
"387521555","663530497","Yes"
"387921975","612225446","Yes"
"388135801","474473704","Yes"
"388159700","179562452","Yes"
"388250618","651860549","Yes"
"388594032","297618784","Yes"
"388601397","935235360","Yes"
"389019035","506852486","Yes"
"389156633","764787715","Yes"
"389278614","982487065","Yes"
"389390709","298130836","Yes"
"389442083","101100610","Yes"
"389563017","871741081","Yes"
"389572461","399530251","Yes"
"389607643","651382478","Yes"
"389663216","133096242","Yes"
"389664485","365073636","Yes"
"389703689","250696626","Yes"
"390001650","502205035","Yes"
"390655186","443099412","Yes"
"390699741","718873357","Yes"
"390939682","896451191","Yes"
"391202134","171670573","Yes"
"391376348","646251752","Yes"
"391669971","355824625","Yes"
"391989525","666132260","Yes"
"392200702","725882914","Yes"
"392422253","118748033","Yes"
"392534535","926115628","Yes"
"392563591","774538372","Yes"
"392771270","339408166","Yes"
"393375894","513409313","Yes"
"393414949","290565211","Yes"
"393422271","854069136","Yes"
"393742988","942573716","Yes"
"393844066","961996193","Yes"
"393857823","426746596","Yes"
"393918870","442822783","Yes"
"393978147","14565762","Yes"
"394281533","778237994","Yes"
"394629205","591128421","Yes"
"394983407","12874377","Yes"
"395092282","809523588","Yes"
"395390439","755578100","Yes"
"395883429","895120800","Yes"
"395974425","373385444","Yes"
"396168112","367600555","Yes"
"396465873","34048828","Yes"
"396788605","844043786","Yes"
"397225161","654481347","Yes"
"397296494","195273366","Yes"
"397386519","591760693","Yes"
"397658247","302118201","Yes"
"397742000","693135300","Yes"
"397964771","591195375","Yes"
"398347655","95198470","Yes"
"398626726","43802893","Yes"
"398722413","266603946","Yes"
"398819600","815839874","Yes"
"398930434","131928063","Yes"
"398938166","216273612","Yes"
"399327173","611984284","Yes"
"399468320","167648520","Yes"
"399760005","597875147","Yes"
"399820159","247180440","Yes"
"400015082","235923641","Yes"
"400523251","147045593","Yes"
"400680208","556692967","Yes"
"400680287","219294516","Yes"
"400680573","968819176","Yes"
"400829327","555964086","Yes"
"400900159","816522442","Yes"
"401643237","236496610","Yes"
"401907064","29586199","Yes"
"401947101","297640336","Yes"
"402150139","519970034","Yes"
"402177945","699013276","Yes"
"402570653","102883680","Yes"
"402660328","735511586","Yes"
"402861999","186021340","Yes"
"403055684","280109473","Yes"
"403180099","532691622","Yes"
"403722509","93469306","Yes"
"404201889","325606239","Yes"
"404249300","167427641","Yes"
"404440967","435302511","Yes"
"404485456","743009725","Yes"
"404908753","86874147","Yes"
"405135652","983586118","Yes"
"405182593","675958522","Yes"
"406141785","146063845","Yes"
"406523475","62997466","Yes"
"406606499","586488877","Yes"
"406648359","72127009","Yes"
"406649972","498623934","Yes"
"406787706","623122573","Yes"
"406865183","902361326","Yes"
"407006721","53106707","Yes"
"407409227","161616141","Yes"
"407496600","159004830","Yes"
"407840729","629833290","Yes"
"408433916","185681209","Yes"
"408885260","73080411","Yes"
"408998269","814468017","Yes"
"409219693","497839940","Yes"
"409445629","325059827","Yes"
"410031481","190005595","Yes"
"410036742","760207344","Yes"
"410675723","228985653","Yes"
"410733197","53301814","Yes"
"410734491","194753590","Yes"
"411149131","61674534","Yes"
"411539699","199322261","Yes"
"411773051","414024515","Yes"
"411873269","725732847","Yes"
"411979521","570512031","Yes"
"412092182","474534353","Yes"
"412145661","836255248","Yes"
"412154362","575981407","Yes"
"412281245","525722110","Yes"
"412620373","366017870","Yes"
"412861976","901326869","Yes"
"413167003","772996622","Yes"
"413248267","785912823","Yes"
"413402614","804536185","Yes"
"413425407","975813125","Yes"
"413515536","852371726","Yes"
"413584434","60253702","Yes"
"413594105","346611741","Yes"
"413819574","820656745","Yes"
"413856983","876351202","Yes"
"414271973","199858264","Yes"
"414358204","456669913","Yes"
"414560147","599963328","Yes"
"414774754","503763949","Yes"
"414971478","100683003","Yes"
"414977867","94706564","Yes"
"414991439","910360222","Yes"
"415031724","110461894","Yes"
"415107842","991388467","Yes"
"415441864","879420768","Yes"
"415612668","545542025","Yes"
"416362319","571932098","Yes"
"416533802","426912708","Yes"
"416696349","303980601","Yes"
"416745011","503489519","Yes"
"416851278","53508489","Yes"
"416853188","242933067","Yes"
"417151294","101715390","Yes"
"417158076","272531667","Yes"
"417231046","704621505","Yes"
"417565799","562517233","Yes"
"417580434","544125983","Yes"
"417731263","388306576","Yes"
"417886820","161191950","Yes"
"418314372","391427610","Yes"
"418735038","484317284","Yes"
"419029997","132177875","Yes"
"419061727","656444148","Yes"
"419112223","147609730","Yes"
"419139126","92794308","Yes"
"419354848","888606361","Yes"
"419362109","887234812","Yes"
"419728898","952708135","Yes"
"420013102","464289266","Yes"
"420453105","760092869","Yes"
"420514355","222738594","Yes"
"420644082","220041704","Yes"
"420787800","129035187","Yes"
"421045093","399294589","Yes"
"421700582","562300726","Yes"
"421747809","269010618","Yes"
"422201509","211876981","Yes"
"422255315","519838004","Yes"
"422276285","691367362","Yes"
"422279579","723784369","Yes"
"422325135","347155955","Yes"
"422523874","364616769","Yes"
"422656066","95867696","Yes"
"423281352","618470963","Yes"
"423358341","41455795","Yes"
"423362406","260977198","Yes"
"423562698","187432659","Yes"
"423740814","569032583","Yes"
"424262032","641678000","Yes"
"424513736","290052527","Yes"
"424813365","798324154","Yes"
"425216221","159684013","Yes"
"425217500","259893487","Yes"
"425477689","835477388","Yes"
"425508692","853832687","Yes"
"425625279","804469637","Yes"
"425728841","509451760","Yes"
"426314436","541200830","Yes"
"426408719","168552222","Yes"
"426438005","924285332","Yes"
"426469064","861010749","Yes"
"426546561","696872542","Yes"
"426719501","688280888","Yes"
"426867262","634641835","Yes"
"426997647","395936524","Yes"
"427191018","909590883","Yes"
"427409841","579844101","Yes"
